Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
4846002,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",32.0,Sổ hồng/ Sổ đỏ,7.2,5.0,5,3,0937.272.112,https://i-batdongsan.com/-mat-ngo-o-to-tranh-yen-lang-sieu-kd-sat-vien-noi-tiet-32m2-5-tang-so-a4-chi-4846002.html
4788625,"Nhà ngõ, hẻm",Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",80.0,Chưa Xác Định,2.3,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-me-lung-hem-nguyen-thi-minh-khai-phuong-thanh-cong-gia-chi-2ty3-4788625.html
4557274,"Nhà hàng, khách sạn",Hà Nội," Quận Hoàn Kiếm, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,85.0,30.0,8,20,0902.254.191,https://i-batdongsan.com/-khach-san-mat-pho-quan-su-hang-bong-hoan-kiem-100m2-8t-mt-4-5m-chi-85-ty--4557274.html
4842672,"Đất nền, phân lô",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",80.0,Sổ hồng/ Sổ đỏ,3.8,12.0,0,0,0917.166.979,https://i-batdongsan.com/-thu-duc-ban-gap-dat-khu-dan-cu-binh-chieu-gan-ngo-chi-quoc-cho-dau-moi-80m2-3-8ty--4842672.html
4273796,Văn phòng,Hà Nội," Quận Cầu Giấy, Hà Nội",175.0,Sổ hồng/ Sổ đỏ,103.0,30.0,5,5,0983.630.136,https://i-batdongsan.com/-mat-pho-tran-thai-tong-175m2-c4-mt-8m-xay-building-dinh-chi-103-ty--4273796.html
4456000,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",262.0,Sổ hồng/ Sổ đỏ,83.0,30.0,6,20,0973.181.606,https://i-batdongsan.com/-sieu-biet-thu-mat-pho-xuan-dieu-long-lay-nguy-nga-262m2-6t-thang-may-mt-8m--4456000.html
4853170,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",64.0,Sổ hồng/ Sổ đỏ,7.4,8.0,3,4,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-dep-duong-noi-bo-8m-le-duc-tho-64m2-4tang-7-4ty--4853170.html
4836335,Căn hộ chung cư,Hà Nội," Quận Đống Đa, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,3.2,30.0,1,2,0904.641.162,https://i-batdongsan.com/-re-nhat-dong-da-chi-3-2-ty-chung-cu-ct2b-34-hoang-cau-70m2-2pn-1wc-sdcc--4836335.html
4695549,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,3.78,3.9,5,4,0963.139.980 / 0986.430.899,https://i-batdongsan.com/ban-nha-luong-khanh-thien-tan-mai-40m-5-tang-1-nha-ra-o-to-chi-3-ty-780-trieu-096313-4695549.html
4865723,Biệt thự,Hà Nội," Quận Hà Đông, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,7.1,10.0,5,4,0944.723.177,https://i-batdongsan.com/-ban-lk-la-khe-gara-o-to-50m2-5-tang-hon-7-ty-hang-mini-4865723.html
4806536,"Nhà ngõ, hẻm",Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",174.0,Chưa Xác Định,3.0,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-xo-viet-nghe-tinh-phuong-thanh-cong-gia-chi-3ty2-4806536.html
4161140,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,27.5,22.0,5,4,0944.723.177,https://i-batdongsan.com/ban-nha-ha-tri-gan-cho-ha-dong-tien-ich-33m-5-tang-3-ngu-ngo-nong-chi-3-ty-55--4161140.html
4530642,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,45.0,12.0,9,4,0944.723.177,https://i-batdongsan.com/ban-dat-tang-nha-c4-hoa-binh-yen-nghia-45m2-mt4-5m-gia-1-75-ty-4530642.html
4843456,Đất,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",149.0,Chưa Xác Định,3.3,0.0,0,0,0704.047.000,https://i-batdongsan.com/-can-tien-dao-han-ngan-hang-ban-gap-lo-dat-mat-tien-nguyen-tri-phuong-5x30-gia-3ty3-4843456.html
4773340,Nhà mặt tiền,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,3.5,3.0,4,4,0855.994.488,https://i-batdongsan.com/nhanh-tay-alo-ngay-ban-nha-cau-dien-lo-goc-45m2-4tang-chi-nhinh-3ty-4773340.html
4854749,"Đất nền, phân lô",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",41.0,Sổ hồng/ Sổ đỏ,3.0,3.0,0,0,0917.166.979,https://i-batdongsan.com/-go-vap-gap-con-1-lo-dat-duy-nhat-hem-3m-quang-trung-phuong-8-41m2-chi-3ty--4854749.html
4834512,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",54.0,Sổ hồng/ Sổ đỏ,8.88,4.0,5,4,0912.145.912,https://i-batdongsan.com/ban-nha-le-duc-tho-54m-5t-lexus-570-vao-nha-8-ty-88-kd-tot-canh-mhdi-4834512.html
4839938,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 3, Hồ Chí Minh",38.0,Sổ hồng/ Sổ đỏ,7.4,0.0,4,4,0937.099.054,https://i-batdongsan.com/ban-nha-nguyen-dinh-chieu-phuong-4-quan-3-hem-o-to-3m-38m2-3-5x11-5-tang-gia-7-4-ty-4839938.html
4856683,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",50.0,Sổ hồng/ Sổ đỏ,3.8,2.0,1,2,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-dep-phan-huy-ich-tttm-e-mart-phuong-12-50m2-1lau-3-8ty--4856683.html
4838819,"Nhà ngõ, hẻm",Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",147.0,Chưa Xác Định,2.6,0.0,0,0,0704.047.000,https://i-batdongsan.com/-can-tien-dao-han-can-ban-gap-can-nha-hem-184-giai-phong-5-4x27-p-tan-loi-gia-2ty6-4838819.html
3340290,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",105.0,Sổ hồng/ Sổ đỏ,64.0,20.0,5,6,0977.552.342,https://i-batdongsan.com/ban-nha-mat-pho-hai-ba-trung-kinh-doanh-sam-uat-105m2-5-tang-mat-tien-6-5m-nhinh-64-3340290.html
4701226,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",56.0,Sổ hồng/ Sổ đỏ,6.2,4.0,3,4,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-dep-hxh-le-duc-tho-phuong-13-56m2-4tang-6-5ty--4701226.html
4833876,"Nhà ngõ, hẻm",Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",100.0,Chưa Xác Định,2.8,0.0,0,0,0704.047.000,https://i-batdongsan.com/-nha-lau-hem-128-giai-phong-5x20-p-tan-loi-gia-tot-2-8-ty-4833876.html
4557252,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,35.0,24.0,10,46,0944.723.177,https://i-batdongsan.com/ban-nha-phung-khoang-45m2-5-tang-mat-tien-9m-gia-5-1-ty-cho-thue-24tr-th-4557252.html
4767082,"Đất nền, phân lô",Hà Nội," Quận Bắc Từ Liêm, Hà Nội",5200.0,Sổ hồng/ Sổ đỏ,98.0,30.0,1,5,0967.091.515,https://i-batdongsan.com/chinh-chu-sang-nhuong-du-an-chung-cu-cao-cap-thuoc-kdt-moi-tay-ho-tay-5200m2-98-ty--4767082.html
4871120,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,8.0,4.0,5,4,0944.723.177,https://i-batdongsan.com/-ban-gap-nha-moi-dang-cap-to-hieu-5-tang-8-ty-hang-mini-4871120.html
4860060,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",66.0,Sổ hồng/ Sổ đỏ,5.75,4.0,0,2,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-hxh-thong-nguyen-van-luong-phuong-17-60m2-2tang-5-45ty-4860060.html
4689321,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",52.0,Sổ hồng/ Sổ đỏ,3.95,4.5,4,4,0963.139.980 / 0986.430.899,https://i-batdongsan.com/ban-nha-luong-khanh-thien-nguyen-duc-canh-dt-khung-52m-4t-o-to-do-cua-chi-3-ty-950-t-4689321.html
4829303,Căn hộ chung cư,Hà Nội," Quận Đống Đa, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,2.9,30.0,1,2,0974.473.300,https://i-batdongsan.com/-chinh-chu-ban-can-ho-chung-cu-ha-thanh-plaza-thai-thinh-dong-da-2pn-chi-2-9-ty-sdcc--4829303.html
4800299,Đất,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",190.0,Chưa Xác Định,2.2,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-lo-dat-6-1x33-hem-6m-sam-bram-p-eatam-ngay-dh-tay-nguyen-gia-2ty2-4800299.html
4702161,Văn phòng,Hà Nội," Quận Cầu Giấy, Hà Nội",97.0,Sổ hồng/ Sổ đỏ,20.0,15.0,7,10,0974.473.300,https://i-batdongsan.com/-ban-toa-vp-nguyen-phong-sac-cau-giay-97m2-7t-mt-5-2m-chi-20-ty--4702161.html
4860069,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",66.0,Sổ hồng/ Sổ đỏ,5.75,4.0,0,2,0917.166.979,https://i-batdongsan.com/-go-vap-gap-nha-2mat-hxh-thong-nguyen-van-luong-gan-lotte-66m2-c4-5-75ty--4860069.html
4645610,Nhà mặt tiền,Hà Nội," Quận Cầu Giấy, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,25.5,30.0,8,6,0902.254.191,https://i-batdongsan.com/-toa-van-phong-8t-thang-may-trung-kinh-doi-co-ham-70m2-mt-5-1m-chi-25-5-ty--4645610.html
4871135,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",30.0,Sổ hồng/ Sổ đỏ,0.003,2.5,4,3,0944.723.177,https://i-batdongsan.com/-ban-nha-mau-luong-nha-moi-cach-kdt-new-xala-150m-4-tang-hon-2-ty-hang-mini-4871135.html
4839984,Đất,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",115.0,Chưa Xác Định,1.75,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-gap-lo-dat-hem-549-ha-huy-tap-5x23-p-tan-loi-1ty750-4839984.html
4810356,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",95.0,Sổ hồng/ Sổ đỏ,17.8,30.0,5,6,0904.641.162,https://i-batdongsan.com/-mat-pho-phuong-liet-thanh-xuan-95m2-5t-mt-4-5m-re-nhat-pho-17-8-ty--4810356.html
4860407,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",40.0,Sổ hồng/ Sổ đỏ,2.8,3.0,1,2,0917.166.979,https://i-batdongsan.com/-go-vap-giam-manh-ban-gap-nha-le-duc-tho-gan-cho-an-nhon-40m2-1lau-2-8ty-4860407.html
4781885,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,14.5,6.0,5,6,0906.098.086,https://i-batdongsan.com/biet-thu-mini-san-vuon-ngoc-thuy-110m-x-5-tang-mat-tien-6m-2-mat-oto-4781885.html
4871135,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",30.0,Sổ hồng/ Sổ đỏ,3.0,2.5,4,3,0944.723.177,https://i-batdongsan.com/-ban-nha-mau-luong-nha-moi-cach-kdt-new-xala-150m-4-tang-hon-2-ty-hang-mini-4871135.html
4468861,"Nhà ngõ, hẻm",Hà Nội," Quận Tây Hồ, Hà Nội",142.0,Sổ hồng/ Sổ đỏ,31.5,15.0,2,4,0982.833.366,https://i-batdongsan.com/-nha-dat-pho-dang-thai-mai-quang-an-tay-ho-o-to-142m2-2t-mt-9-5m-chi-31-5-ty--4468861.html
4841381,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,10.0,4.0,4,4,0855.994.488,https://i-batdongsan.com/ban-nha-kdt-van-canh-xuan-phuong-110m2-phan-lo-dang-cap-gia-dau-tu-10-ty-4841381.html
4837360,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,5.5,3.5,4,5,0868.906.898,https://i-batdongsan.com/cuc-hiem-nha-dep-dan-xay-ngo-thang-thoang-o-cau-giay-40m2-4-tang-chi-voi-5-ty-4837360.html
4783177,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 7, Hồ Chí Minh",72.0,Sổ hồng/ Sổ đỏ,4.5,3.0,2,3,0901.851.503,https://i-batdongsan.com/ban-nha-lvl-ngang-4m-72m2-trung-tam-q7-chi-4-5-ty-4783177.html
4860494,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",52.0,Sổ hồng/ Sổ đỏ,5.9,4.0,2,3,0917.166.979,https://i-batdongsan.com/-go-vap-ban-nha-dep-truoc-nha-4m-nguyen-thai-son-52m2-3tang-5-9ty--4860494.html
4734032,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,9.8,1.0,5,4,0906.098.086,https://i-batdongsan.com/ban-nha-hoang-hoa-tham-ba-dinh-50m-x-5t-mt-9m-gara-kinh-doanh-oto-tranh-4734032.html
4643788,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,12.3,30.0,5,4,0904.216.450,https://i-batdongsan.com/-ban-nha-mat-pho-thuong-dinh-45m2-5t-mt-4-5m-sieu-kd-view-song-chi-12-3-ty--4643788.html
4861597,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",35.0,Sổ hồng/ Sổ đỏ,4.68,3.0,3,2,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-nho-tuyet-dep-duong-quang-ham-35m2-4tang-4-68ty--4861597.html
4448214,"Nhà ngõ, hẻm",Hà Nội," Quận Bắc Từ Liêm, Hà Nội",62.0,Chưa Xác Định,5.5,5.0,7,16,0961.265.703,https://i-batdongsan.com/can-ccmn-cau-dien-bac-tu-liem-dt-62m2-7-tang-thang-may-16-phong-full-do-gia-5-5-ty-4448214.html
4434015,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",110.0,Sổ hồng/ Sổ đỏ,23.5,15.0,8,28,0983.630.136,https://i-batdongsan.com/-toa-ccmn-phung-khoang-o-to-tranh-110m2-8t-thang-may-mt-5-5m-chi-23-5-ty--4434015.html
4662636,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",217.0,Sổ hồng/ Sổ đỏ,68.0,15.0,9,42,0902.254.191,https://i-batdongsan.com/-ban-toa-apartment-kim-ma-217m2-9t-mt-5m-43-can-ho-kk-chi-68-ty--4662636.html
2603601,"Nhà ngõ, hẻm",Hà Nội," Quận Tây Hồ, Hà Nội",130.0,Sổ hồng/ Sổ đỏ,8.5,3.0,3,5,0947.758.834,https://i-batdongsan.com/co-hoi-vang-trong-lang-dau-tu-130m2-au-co-mat-tien-7-5m-nha-hai-mat-ngo-8-5-ty--2603601.html
4773039,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàn Kiếm, Hà Nội",100.0,Sổ hồng/ Sổ đỏ,3.7,5.0,2,2,0902.254.191,https://i-batdongsan.com/-chi-3-7-ty-nha-2t-pho-vip-trang-thi-hoan-kiem-100m2-2n-2vs-dep-nhu-ks-sdcc--4773039.html
3379107,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàn Kiếm, Hà Nội",20.0,Sổ hồng/ Sổ đỏ,3.0,2.0,5,3,0947.758.834,https://i-batdongsan.com/5-tang-pho-thuoc-bac-noi-that-go-huong-lo-goc-10m-ra-mat-pho-nhinh-3-ty--3379107.html
4421019,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",486.0,Sổ hồng/ Sổ đỏ,135.0,30.0,1,8,0937.272.112,https://i-batdongsan.com/-ban-nha-dat-mat-pho-trich-sai-tay-ho-486m2-c4-mt-4-1m-chi-135-ty--4421019.html
4511710,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",200.0,Sổ hồng/ Sổ đỏ,20.0,40.0,3,4,0977.552.342,https://i-batdongsan.com/vip-co-102-mat-pho-ngo-gia-tu-vi-tri-dep-kd-dinh-200m2-mt-6m-nhinh-20-ty--4511710.html
4779274,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,4.2,3.0,4,4,0903.238.018,https://i-batdongsan.com/ban-nha-ngo-1194-duong-lang-ngo-ba-gac-dua-2-thoang-45m-4-tang-mat-tien-4-m-gia-chi-4779274.html
4742601,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",150.0,Sổ hồng/ Sổ đỏ,65.8,10.0,5,7,0868.085.263,https://i-batdongsan.com/chu-nha-can-ban-nhanh-nha-mat-pho-co-ngo-tram-150m2-5t-mat-tien-7m-kd-dinh-65-8-ty--4742601.html
4268873,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",49.0,Sổ hồng/ Sổ đỏ,3.5,3.0,4,4,0947.758.834,https://i-batdongsan.com/hong-tien-49m2-su-dung-chu-can-ban-gap-4-tang-10m-o-to-tranh-kinh-doanh-nhinh-3-5-ty--4268873.html
2517848,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,3.5,5.0,4,3,0947.758.834,https://i-batdongsan.com/60m2-ngoc-thuy-4-tang-sau-1-nha-ra-mat-pho-ngo-dep-nhat-pho-o-to-do-cua-gia-nhinh-3-5-t-2517848.html
4816028,Nhà mặt tiền,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",290.0,Chưa Xác Định,1.7,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-thon-4-cuebua-5x58-gia-chi-1-7-ty-qua-vanh-dai--4816028.html
2652651,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,5.0,5.0,5,4,0947.758.834,https://i-batdongsan.com/bo-de-o-to-vao-nha-kinh-doanh-ngo-thong-mat-ho-lam-du-50m2-mt-4m-gia-nhinh-5-ty--2652651.html
4866225,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",45.0,Sổ hồng/ Sổ đỏ,5.85,5.0,3,4,0917.166.979,https://i-batdongsan.com/-go-vap-ban-gap-nha-dep-hxh-duong-so-30-le-duc-tho-45m2-4tang-5-85ty--4866225.html
4836002,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Bình Tân, Hồ Chí Minh",45.0,Sổ hồng/ Sổ đỏ,3.0,6.0,2,2,0949.044.699,https://i-batdongsan.com/nha-ban-2tang-4x13m2-hem-xe-hoi-g-an-duong-vuong-binh-tan-gia3-x-4836002.html
4812199,Nhà mặt tiền,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",77.0,Chưa Xác Định,3.2,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-mat-tien-nguyen-van-cu-p-tan-lap-gia-3ty2-4812199.html
4528128,Nhà mặt tiền,Hồ Chí Minh," Quận 12, Hồ Chí Minh",92.0,Sổ hồng/ Sổ đỏ,11.0,12.0,3,6,0917.166.979,https://i-batdongsan.com/-quan-12-ban-gap-nha-mat-tien-can-goc-no-hau-tan-thoi-nhat-01-92m2-6mx-23-4tang-11ty--4528128.html
3431393,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",65.0,Sổ hồng/ Sổ đỏ,23.0,20.0,5,5,0977.552.342,https://i-batdongsan.com/gia-dinh-can-ban-nha-mat-pho-kim-ma-kinh-doanh-dinh-65m2-5-tang-nhinh-23-ty--3431393.html
4087132,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,5.0,4.0,4,5,0988.030.238,https://i-batdongsan.com/nha-dep-phan-lo-phuong-sai-dong-hai-thoang-oto-tranh-70m2-4tang-mt-5m-gia-5-8-ty--4087132.html
2664528,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",80.0,Sổ hồng/ Sổ đỏ,8.0,7.0,4,4,0947.758.834,https://i-batdongsan.com/mat-pho-hoa-lam-kinh-doanh-duong-3-o-to-tranh-80m2-mt-5m-8-ty--2664528.html
4797959,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,9.9,10.0,7,4,0904.641.162,https://i-batdongsan.com/-phan-lo-quan-doi-nguyen-ngoc-nai-thanh-xuan-50m2-7t-mt-5m-chi-9-9-ty--4797959.html
3522291,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,4.0,3.0,4,4,0988.030.238,https://i-batdongsan.com/hiem-nha-phuong-bo-de-lo-goc-hai-mat-thoang-oto-do-cong-45m2-5-tang-nhinh-4-ty--3522291.html
4258410,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,38.0,3.0,5,4,0947.758.834,https://i-batdongsan.com/ngoc-thuy-sat-cau-long-bien-43m2-5-tang-nha-moi-mt-4-7m-kinh-doanh-online-nhinh-3-8-ty--4258410.html
4838829,Đất,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",120.0,Chưa Xác Định,2.6,0.0,0,0,0704.047.000,https://i-batdongsan.com/-can-tien-ban-gap-lo-dat-hem-van-xuan-6x20-p-ea-tam-gia-tot-chi-1ty950-4838829.html
4848349,Nhà mặt tiền,Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",100.0,Sổ hồng/ Sổ đỏ,5.8,12.0,2,4,0368.181.868,https://i-batdongsan.com/nha-2-tang-mat-tien-kinh-doanh-sam-uat-duong-so-13-linh-xuan-thu-duc-5x20-hon-5-ty-xiu-4848349.html
2189293,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,6.5,5.0,5,4,0947.758.834,https://i-batdongsan.com/sieu-pham-nguyen-son-lo-goc-ngo-o-to-50m2-5-tang-6-5-ty--2189293.html
4860076,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",118.0,Sổ hồng/ Sổ đỏ,37.5,30.0,3,3,0973.181.606,https://i-batdongsan.com/-ban-nha-mat-pho-tran-dai-nghia-nha-hang-bbq-hai-ba-trung-118m2-3t-mt-5m-chi-37-5-ty-4860076.html
4682840,"Nhà ngõ, hẻm",Hà Nội," Quận Hoàng Mai, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,3.7,4.0,4,3,0963.139.980 / 0986.430.899,https://i-batdongsan.com/ban-nha-giap-bat-giai-phong-hoang-mai-39m-4t-ngay-sat-o-to-chi-3-7-ty-0963139980-4682840.html
4555816,Nhà mặt tiền,Hà Nội," Quận Thanh Xuân, Hà Nội",70.0,Sổ hồng/ Sổ đỏ,48.5,30.0,9,18,0974.473.300,https://i-batdongsan.com/-toa-nha-9t-mat-pho-nguy-nhu-kon-tum-70m2-mt-6m-1-4-ty-nam-chi-48-5-ty--4555816.html
4758246,"Nhà ngõ, hẻm",Duyên Hải Nam Trung Bộ," Quận Thanh Khê, Đà Nẵng",52.0,Sổ hồng/ Sổ đỏ,3.25,4.0,2,3,0987.901.827,https://i-batdongsan.com/-ban-nha-2-tang-k814-duong-tran-cao-van-thanh-khe-da-nang-4758246.html
3947687,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",92.0,Sổ hồng/ Sổ đỏ,7.8,15.0,3,6,0947.758.834,https://i-batdongsan.com/phan-lo-thanh-am-hang-hiem-92m2-mt-6m-via-he-o-to-tranh-kinh-doanh-nhinh-7-8-ty--3947687.html
4845577,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",182.0,Chưa Xác Định,5.1,4.0,0,0,0368.181.868,https://i-batdongsan.com/ban-nha-ngay-quoc-lo-1k-phuong-linh-xuan-thu-duc-sat-ngay-tttm-big-c-182m2-5-1-ty-4845577.html
4825020,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",142.0,Sổ hồng/ Sổ đỏ,4.2,3.0,1,8,0888.380.496,https://i-batdongsan.com/ban-gap-day-phong-tro-thu-duc-142m2-n6m-chi-4-2-ty-loi-ngay-khi-mua-4825020.html
4860290,Nhà mặt tiền,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",140.0,Chưa Xác Định,2.9,0.0,0,0,0704.047.000,https://i-batdongsan.com/-can-tien-dao-han-ban-nhanh-can-nha-mat-tien-b3-5-2x27-gia-chi-2ty9-con-thuong-luong-4860290.html
3004646,Nhà mặt tiền,Hà Nội," Quận Long Biên, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,6.3,15.0,3,3,0947.758.834,https://i-batdongsan.com/50m2-mat-pho-thanh-am-lo-goc-khu-phan-lo-mat-tien-rong-via-he-to-nhinh-6-3-ty--3004646.html
4291468,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",72.0,Sổ hồng/ Sổ đỏ,5.0,5.0,3,3,0988.030.238,https://i-batdongsan.com/nha-phan-lo-hai-mat-thoang-phuong-sai-dong-ngo-rong-oto-tranh-72m2-mt-5m-nhinh-5-ty--4291468.html
4245678,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",75.0,Sổ hồng/ Sổ đỏ,35.0,30.0,10,4,0973.181.606,https://i-batdongsan.com/-toa-nha-van-phong-mat-pho-yen-lang-10-tang-thang-may-75m2-chi-35-ty--4245678.html
4865881,"Nhà ngõ, hẻm",Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",100.0,Chưa Xác Định,3.45,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-lau-3-tang-hem-56-nguyen-thi-dinh-p-thanh-nhat-doi-dien-truong-lai-viet-my--4865881.html
4747047,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",48.0,Sổ hồng/ Sổ đỏ,6.0,6.0,4,4,0858.632.234,https://i-batdongsan.com/ban-nha-hong-tien-gan-pho-o-to-48m2-4-tang-chi-nhinh-6-ty--4747047.html
4857737,Nhà mặt tiền,Tây Nguyên," Thành phố Buôn Ma Thuột, Đắk Lắk",100.0,Chưa Xác Định,5.56,0.0,0,0,0704.047.000,https://i-batdongsan.com/-ban-nha-3-lau-mat-tien-mai-thi-luu-6x20-gia-5ty560-kinh-doanh-tot-4857737.html
